# of domain, cohortId1, cohortId2, cohort diff
853 , 315 , 315 , 0
854 , 315 , 315 , 0
855 , 315 , 315 , 0
856 , 315 , 315 , 0
857 , 315 , 315 , 0
858 , 315 , 315 , 0
859 , 315 , 315 , 0
860 , 315 , 315 , 0
861 , 315 , 315 , 0
862 , 315 , 1911 , -1596
863 , 315 , 1911 , -1596
864 , 315 , 1911 , -1596
865 , 315 , 1911 , -1596
866 , 315 , 1911 , -1596
867 , 315 , 1911 , -1596
868 , 315 , 1911 , -1596
869 , 315 , 1911 , -1596
870 , 315 , 1911 , -1596
871 , 315 , 1911 , -1596
872 , 315 , 1911 , -1596
873 , 315 , 1911 , -1596
874 , 315 , 1911 , -1596
875 , 315 , 1911 , -1596
876 , 315 , 1911 , -1596
877 , 315 , 1911 , -1596
878 , 315 , 1911 , -1596
879 , 315 , 1911 , -1596
880 , 315 , 1911 , -1596
881 , 315 , 1911 , -1596
882 , 315 , 1911 , -1596
883 , 315 , 1911 , -1596
884 , 315 , 1911 , -1596
885 , 315 , 1911 , -1596
886 , 315 , 1911 , -1596
887 , 315 , 1911 , -1596
888 , 315 , 1911 , -1596
889 , 315 , 1911 , -1596
890 , 315 , 1911 , -1596
891 , 315 , 1911 , -1596
892 , 315 , 1911 , -1596
893 , 315 , 1911 , -1596
894 , 315 , 1911 , -1596
895 , 315 , 1911 , -1596
896 , 315 , 1911 , -1596
897 , 315 , 1911 , -1596
898 , 315 , 1911 , -1596
899 , 315 , 1911 , -1596
900 , 315 , 1911 , -1596
901 , 315 , 1911 , -1596
902 , 315 , 1911 , -1596
903 , 315 , 1911 , -1596
904 , 315 , 1911 , -1596
905 , 315 , 1911 , -1596
906 , 315 , 1911 , -1596
907 , 315 , 1911 , -1596
908 , 315 , 1911 , -1596
909 , 315 , 1911 , -1596
910 , 315 , 1911 , -1596
911 , 315 , 1911 , -1596
912 , 315 , 1911 , -1596
913 , 315 , 1911 , -1596
914 , 315 , 1911 , -1596
915 , 315 , 1911 , -1596
916 , 315 , 1911 , -1596
917 , 315 , 1911 , -1596
918 , 315 , 1911 , -1596
919 , 315 , 1911 , -1596
920 , 315 , 1911 , -1596
921 , 315 , 1911 , -1596
922 , 315 , 1911 , -1596
923 , 315 , 1911 , -1596
924 , 315 , 1911 , -1596
925 , 315 , 1911 , -1596
926 , 315 , 1911 , -1596
927 , 315 , 1911 , -1596
928 , 315 , 1911 , -1596
929 , 315 , 1911 , -1596
930 , 315 , 1911 , -1596
931 , 315 , 1911 , -1596
932 , 315 , 1911 , -1596
933 , 315 , 1911 , -1596
934 , 315 , 1911 , -1596
935 , 315 , 1911 , -1596
936 , 315 , 1911 , -1596
937 , 315 , 1911 , -1596
